Code_commune_INSEE,Nom_commune,Code_postal
21380,MARCIGNY SOUS THIL,21390
21382,MARCILLY OGNY,21320
21392,MARTROIS,21320
21395,MASSINGY LES VITTEAUX,21350
40322,UZA,40170
21396,MAUVILLY,21510
40323,VERT,40420
21411,MEURSANGES,21200
41006,AUTAINVILLE,41240
21412,MEURSAULT,21190
41012,BAILLOU,41170
21416,MIREBEAU SUR BEZE,21310
41022,BOUFFRY,41270
21417,MISSERY,21210
41029,CANDE SUR BEUVRON,41120
21418,MOITRON,21510
41032,CHAILLES,41120
21431,MONTIGNY SUR ARMANCON,21140
41034,CHAMBORD,41250
21442,MOREY ST DENIS,21220
41041,LA CHAPELLE VICOMTESSE,41270
21444,MOSSON,21400
41042,CHATEAUVIEUX,41110
21446,MOUTIERS ST JEAN,21500
41044,CHATRES SUR CHER,41320
21449,NAN SOUS THIL,21390
41051,CHISSAY EN TOURAINE,41400
21452,NEUILLY CRIMOLOIS,21800
41055,VALLOIRE SUR CISSE,41150
21462,NORGES LA VILLE,21490
41059,LE CONTROIS EN SOLOGNE,41700
21467,OISILLY,21310
41061,CORMERAY,41120
21472,ORVILLE,21260
41063,COUFFY,41110
21475,PAGNY LE CHATEAU,21250
41068,COURMEMIN,41230
21480,PERNAND VERGELESSES,21420
41069,COUR SUR LOIRE,41500
21497,PONT ET MASSENE,21140
41070,VALLEE DE RONSARD,41800
21524,RIEL LES EAUX,21570
41078,EPUISAY,41360
21537,SAFFRES,21350
41087,FONTAINE LES COTEAUX,41800
21540,ST APOLLINAIRE,21850
41089,LA FONTENELLE,41270
21542,ST BERNARD,21700
41091,FOSSE,41330
21545,STE COLOMBE SUR SEINE,21400
41095,FRETEVAL,41160
21556,ST LEGER TRIEY,21270
41098,GOMBERGEAN,41310
21559,STE MARIE SUR OUCHE,21410
41103,HUISSEAU EN BEAUCE,41310
21565,ST PHILIBERT,21220
41123,MARCHENOIR,41370
21566,ST PIERRE EN VAUX,21230
41126,MAREUIL SUR CHER,41110
21574,ST SEINE SUR VINGEANNE,21610
41131,MAZANGE,41100
21575,ST SYMPHORIEN SUR SAONE,21170
41136,MER,41500
21579,SALIVES,21580
41145,MONTHOU SUR BIEVRE,41120
22347,TREDARZEC,22220
21584,SAULIEU,21210
41146,MONTHOU SUR CHER,41400
22351,TREFFRIN,22340
21586,SAULON LA RUE,21910
41149,MONTOIRE SUR LE LOIR,41800
22354,TREGLAMUS,22540
21588,SAUSSEY,21360
41151,MONTRICHARD VAL DE CHER,41400
22363,TRELEVERN,22660
21594,SAVOISY,21500
41151,MONTRICHARD VAL DE CHER,41400
22375,TRESSIGNAUX,22290
41155,MUIDES SUR LOIRE,41500
22384,UZEL,22460
41160,NEUVY,41250
23011,AULON,23210
41161,NOUAN LE FUZELIER,41600
23017,BASVILLE,23260
41164,NOYERS SUR CHER,41140
23024,BLESSAC,23200
41167,VEUZAIN SUR LOIRE,41150
23030,BOURGANEUF,23400
41171,OUCQUES LA NOUVELLE,41290
23035,BUDELIERE,23170
41172,OUZOUER LE DOYEN,41160
23036,BUSSIERE DUNOISE,23320
41173,BEAUCE LA ROMAINE,41160
23039,LA CELLE DUNOISE,23800
41176,PIERREFITTE SUR SAULDRE,41300
23044,CHAMBON STE CROIX,23220
41179,LE POISLAY,41270
23045,CHAMBON SUR VOUEIZE,23170
41180,PONTLEVOY,41400
23047,CHAMBORAND,23240
41182,PRAY,41190
23057,CHATELUS MALVALEIX,23270
41195,ROUGEOU,41230
23060,CHAVANAT,23250
41203,ST BOHAIRE,41330
23063,CLAIRAVAUX,23500
41204,ST CLAUDE DE DIRAY,41350
23067,LA COURTINE,23100
41208,ST ETIENNE DES GUERETS,41190
23068,CRESSAT,23140
41222,ST LOUP,41320
23069,CROCQ,23260
41226,ST OUEN,41100
23089,GENOUILLAC,23350
41231,ST VIATRE,41210
23090,GENTIOUX PIGEROLLES,23340
41232,SALBRIS,41300
23093,GOUZON,23230
41235,SARGE SUR BRAYE,41170
23100,JARNAGES,23140
45322,THORAILLES,45210
41237,SASSAY,41700
23104,LAVAUFRANCHE,23600
45326,TOURNOISIS,45310
41238,SAVIGNY SUR BRAYE,41360
23105,LAVAVEIX LES MINES,23150
45328,TREILLES EN GATINAIS,45490
41245,SERIS,41500
23107,LEPINAS,23150
45335,VIENNE EN VAL,45510
41246,SEUR,41120
23108,LEYRAT,23600
45337,VILLAMBLAIN,45310
41247,SOINGS EN SOLOGNE,41230
23112,LOURDOUEIX ST PIERRE,23360
45340,VILLEMURLIN,45600
41248,COUETRON AU PERCHE,41170
23114,LUSSAT,23170
45346,VITRY AUX LOGES,45530
41256,THEILLAY,41300
23116,MAINSAT,23700
45348,YEVRE LA VILLE,45300
41260,THOURY,41220
23117,MAISON FEYNE,23800
46004,ANGLARS,46120
41271,VERNOU EN SOLOGNE,41230
23133,MONTBOUCHER,23400
46006,ANGLARS NOZAC,46300
41275,LA VILLE AUX CLERCS,41160
23141,NAILLAT,23800
46015,BAGNAC SUR CELE,46270
41277,VILLEBOUT,41270
23142,NEOUX,23200
46033,PORTE DU QUERCY,46800
41278,VILLECHAUVE,41310
23143,NOTH,23300
46036,LE BOUYSSOU,46120
41280,VILLEFRANCHE SUR CHER,41200
23149,PARSAC RIMONDEIX,23140
46041,CADRIEU,46160
41288,VILLERBON,41000
23164,ROUGNAT,23700
46044,CAILLAC,46140
41290,VILLEROMAIN,41100
23170,SAVENNES,23000
46046,CALAMANE,46150
42007,ARCINGES,42460
23190,ST DOMET,23190
46054,CANIAC DU CAUSSE,46240
42014,BELLEROCHE,42670
23195,ST FIEL,23000
46060,CARNAC ROUFFIAC,46140
42019,BOEN SUR LIGNON,42130
23197,ST GEORGES LA POUGE,23250
46066,CAZALS,46250
42026,BRIENNON,42720
23199,ST GERMAIN BEAUPRE,23160
46074,CONDAT,46110
42029,BUSSIERES,42510
23199,ST GERMAIN BEAUPRE,23160
46081,CREGOLS,46330
42031,CALOIRE,42240
23210,ST MAIXANT,23200
46097,ESTAL,46130
42032,CELLIEU,42320
23216,ST MARTIN CHATEAU,23460
46103,ST PAUL FLAUGNAC,46170
42035,CEZAY,42130
23222,ST MICHEL DE VEISSE,23480
46104,FLAUJAC GARE,46320
42053,CHATEAUNEUF,42800
23224,ST ORADOUX DE CHIROUZE,23100
46121,GINOUILLAC,46300
42064,CHUYER,42410
23225,ST ORADOUX PRES CROCQ,23260
46124,GLANES,46130
42065,CIVENS,42110
23229,ST PARDOUX LES CARDS,23150
46127,GOURDON,46300
42068,COMBRE,42840
23258,VAREILLES,23300
46135,LABASTIDE DU HAUT MONT,46210
42074,COUTOUVRE,42460
23261,VIERSAT,23170
46138,COEUR DE CAUSSE,46240
42076,CREMEAUX,42260
23262,VIGEVILLE,23140
46138,COEUR DE CAUSSE,46240
42079,CUINZIER,42460
24007,ALLEMANS,24600
46145,LACHAPELLE AUZAC,46200
42092,L ETRAT,42580
24014,AUBAS,24290
46152,LAMOTHE FENELON,46350
42096,FONTANES,42140
24018,AURIAC DU PERIGORD,24290
46153,LANZAC,46200
42097,LA FOUILLOUSE,42480
24026,BASSILLAC ET AUBEROCHE,24330
46161,LAURESSES,46210
42105,GREZIEUX LE FROMENTAL,42600
24028,BEAUMONTOIS EN PERIGORD,24440
46162,LAUZES,46360
42113,JAS,42110
24028,BEAUMONTOIS EN PERIGORD,24440
46169,LEOBARD,46300
42116,JURE,42430
24028,BEAUMONTOIS EN PERIGORD,24440
46172,LHOSPITALET,46170
42117,LAVIEU,42560
24030,BEAUREGARD DE TERRASSON,24120
46174,LINAC,46270
42122,LEZIGNEUX,42600
24031,BEAUREGARD ET BASSAC,24140
46178,LOUPIAC,46350
42126,LURIECQ,42380
24034,BELEYMAS,24140
46179,LUGAGNAC,46260
42133,MARCENOD,42140
24035,PAYS DE BELVES,24170
46183,MARCILHAC SUR CELE,46160
42136,MARCOUX,42130
24037,BERGERAC,24100
46184,MARMINIAC,46250
42137,MARGERIE CHANTAGRET,42560
24040,BEYNAC ET CAZENAC,24220
46192,MEYRONNE,46200
42154,NERONDE,42510
24045,BOISSE,24560
46199,MONTCABRIER,46700
42166,PARIGNY,42120
24046,BOISSEUILH,24390
46223,PONTCIRQ,46150
42180,PRECIEUX,42600
24052,BOUILLAC,24480
46227,PROMILHANES,46260
42181,REGNY,42630
24053,BOULAZAC ISLE MANOIRE,24750
46231,PUY L EVEQUE,46700
42186,RIVE DE GIER,42800
24061,BOURROU,24110
46233,QUISSAC,46320
24064,BRANTOME EN PERIGORD,24310
46236,REILHAGUET,46350
24068,LE BUISSON DE CADOUIN,24480
46237,REYREVIGNES,46320
24068,LE BUISSON DE CADOUIN,24480
46243,RUEYRES,46120
24084,CARVES,24170
46250,ST CAPRAIS,46250
24088,CAUSE DE CLERANS,24150
46252,LES PECHS DU VERS,46360
24090,CELLES,24600
46254,ST CHELS,46160
24096,CHAMPAGNAC DE BELAIR,24530
46259,ST CLAIR,46300
24106,LA CHAPELLE AUBAREIL,24290
46262,LENDOU EN QUERCY,46800
24110,LA CHAPELLE MONTABOURLET,24320
46273,ST LAURENT LES TOURS,46400
24111,LA CHAPELLE MONTMOREAU,24300
46286,ST PAUL DE VERN,46400
24113,LA CHAPELLE ST JEAN,24390
46299,SAULIAC SUR CELE,46330
24114,CHASSAIGNES,24600
46301,SAUZET,46140
24115,CHATEAU L EVEQUE,24460
46308,SOUCIRAC,46300
24116,CHATRES,24120
46311,SOUSCEYRAC EN QUERCY,46190
24140,COURS DE PILE,24520
46313,TAURIAC,46130
24141,COUTURES,24320
46328,VARAIRE,46260
24142,COUX ET BIGAROQUE MOUZENS,24220
46329,VAYLATS,46230
24147,CUBJAC AUVEZERE VAL D ANS,24640
46334,LE VIGAN,46300
24167,EYMET,24500
47003,AGNAC,47800
47006,ALLEZ ET CAZENEUVE,47110
47019,BAJAMONT,47480
47023,BEAUGAS,47290
47026,BEAUZIAC,47700
47035,BOURGOUGNAGUE,47410
47043,BUZET SUR BAISE,47160
47046,CALONGES,47430
47052,CASTELJALOUX,47700
47055,CASTELNAUD DE GRATECAMBE,47290
47061,CAUMONT SUR GARONNE,47430
47072,COURBIAC,47370
47077,CUZORN,47500
47082,DONDAS,47470
47084,DOUZAINS,47330
21598,SEIGNY,21150
47090,ESPIENS,47600
21601,SEMEZANGES,21220
47093,FARGUES SUR OURBISE,47700
21604,SENAILLY,21500
47104,FREGIMONT,47360
21605,SENNECEY LES DIJON,21800
47106,FUMEL,47500
21608,SINCEY LES ROUVRAY,21530
47109,GAVAUDUN,47150
21615,SUSSEY,21430
47112,GRATELOUP ST GAYRAND,47400
21626,TERREFONDREE,21290
47115,GUERIN,47250
21637,TICHEY,21250
47125,LACEPEDE,47360
21653,VANNAIRE,21400
47129,LAGARRIGUE,47190
21659,VAUX SAULES,21440
47130,LAGRUERE,47400
21678,VIC SOUS THIL,21390
27070,FRENELLES EN VEXIN,27700
21685,VILLAINES EN DUESMOIS,21450
27072,BOIS JEROME ST OUEN,27620
21699,VILLERS LES POTS,21130
27075,BOIS NORMAND PRES LYRE,27330
21703,VILLIERS EN MORVAN,21430
27081,BONCOURT,27120
21713,VONGES,21270
27082,LA BONNEVILLE SUR ITON,27190
21714,VOSNE ROMANEE,21700
27089,THENOUVILLE,27520
22001,ALLINEUC,22460
27090,BOSROUMOIS,27670
22002,ANDEL,22400
27096,LES BOTTEREAUX,27250
22004,BEGARD,22140
27099,LE BOULAY MORIN,27930
22009,LE BODEO,22320
27102,BOUQUETOT,27310
22012,LA BOUILLIE,22240
27103,BOURG ACHARD,27310
22016,ILE DE BREHAT,22870
27106,BOURNAINVILLE FAVEROLLES,27230
22020,BROONS,22250
27108,BOURTH,27580
22023,BULAT PESTIVIEN,22160
27115,BREUX SUR AVRE,27570
22033,CAUREL,22530
27116,BRIONNE,27800
22043,COETLOGON,22210
27123,CAILLOUET ORGEVILLE,27120
22045,COHINIAC,22800
27132,CAUGE,27180
22046,LE MENE,22330
27138,CHAMBLAC,27270
22046,LE MENE,22330
27138,CHAMBLAC,27270
22050,DINAN,22100
27156,CHERONVILLIERS,27250
22054,ERQUY,22430
27157,MARBOIS,27160
22054,ERQUY,22430
27184,CRASVILLE,27400
22060,GAUSSON,22150
27191,CLEF VALLEE D EURE,27490
22067,GRACES,22200
27191,CLEF VALLEE D EURE,27490
22067,GRACES,22200
27191,CLEF VALLEE D EURE,27490
22073,LA HARMOYE,22320
27194,CUVERVILLE,27700
22074,LE HAUT CORLAY,22320
27198,MESNILS SUR ITON,27240
22077,HENANSAL,22400
27198,MESNILS SUR ITON,27240
22079,HENON,22150
27208,DURANVILLE,27230
22083,ILLIFAUT,22230
27212,ECAUVILLE,27110
22084,JUGON LES LACS COMMUNE NOUVELLE,22270
27213,VEXIN SUR EPTE,27510
22093,LAMBALLE ARMOR,22400
27213,VEXIN SUR EPTE,27630
22093,LAMBALLE ARMOR,22400
27226,ETREPAGNY,27150
22093,LAMBALLE ARMOR,22400
27241,FEUGUEROLLES,27110
22094,LANCIEUX,22770
27245,FLEURY LA FORET,27480
22097,LA LANDEC,22980
27247,FLIPOU,27380
22103,LANGROLAY SUR RANCE,22490
27269,FRESNE CAUVERVILLE,27260
22106,LANGUEUX,22360
27286,GIVERVILLE,27560
22107,BON REPOS SUR BLAVET,22570
27287,GLISOLLES,27190
22112,LANNEBERT,22290
27291,GOURNAY LE GUERIN,27580
22113,LANNION,22300
27300,GROSLEY SUR RISLE,27170
22114,LANRELAS,22250
27301,GROSSOEUVRE,27220
22124,LESCOUET GOUAREC,22570
27302,LE BOSC DU THEIL,27370
22126,LE LESLAY,22800
27304,GUERNY,27720
22135,LOUARGAT,22540
27313,LA HARENGERE,27370
22137,MAEL CARHAIX,22340
27326,HECOURT,27120
22144,LA MEAUGON,22440
27333,HEUDICOURT,27860
22145,MEGRIT,22270
27340,HONGUEMARE GUENOUVILLE,27310
22163,PAULE,22340
27351,INCARVILLE,27400
22164,PEDERNEC,22540
27355,IVRY LA BATAILLE,27540
22164,PEDERNEC,22540
27358,JOUY SUR EURE,27120
42202,ST BARTHELEMY LESTRA,42110
22168,PERROS GUIREC,22700
27368,LIGNEROLLES,27220
42205,ST BONNET LE COURREAU,42940
22174,PLEBOULLE,22550
27372,LONGCHAMPS,27150
42207,ST CHAMOND,42400
22178,PLEHEDEL,22290
27374,LOUVERSEY,27190
42218,ST ETIENNE,42000
22179,FREHEL,22240
27377,LYONS LA FORET,27480
42218,ST ETIENNE,42230
22180,PLELAN LE PETIT,22980
27381,MALOUY,27300
42224,ST GENEST MALIFAUX,42660
22188,PLERNEUF,22170
27386,LE MANOIR,27460
42225,GENILAC,42800
22194,PLESTIN LES GREVES,22310
27389,MARBEUF,27110
42235,ST HILAIRE CUSSON LA VALMITTE,42380
22201,PLEVENON,22240
27398,MENNEVAL,27300
42240,ST JEAN SOLEYMIEUX,42560
22203,PLOEUC L HERMITAGE,22150
27407,MESNIL VERCLIVES,27440
42241,ST JODARD,42590
22203,PLOEUC L HERMITAGE,22150
27408,MEZIERES EN VEXIN,27510
42246,ST JULIEN MOLIN MOLETTE,42220
22205,PLOREC SUR ARGUENON,22130
27418,MORSAN,27800
42249,ST JUST LA PENDUE,42540
22206,CHATELAUDREN PLOUAGAT,22170
27422,MUIDS,27430
42259,ST MARTIN LA PLAINE,42800
22206,CHATELAUDREN PLOUAGAT,22170
27425,NASSANDRES SUR RISLE,27170
42260,ST MARTIN LA SAUVETE,42260
22209,BEAUSSAIS SUR MER,22650
27425,NASSANDRES SUR RISLE,27300
42266,ST NIZIER DE FORNAS,42380
22210,PLOUBAZLANEC,22620
27425,NASSANDRES SUR RISLE,27550
42267,ST NIZIER SOUS CHARLIEU,42190
22210,PLOUBAZLANEC,22620
27426,NEAUFLES ST MARTIN,27830
42275,ST PRIEST EN JAREZ,42270
22217,PLOUGRAS,22780
27427,NEAUFLES AUVERGNY,27250
42283,ST ROMAIN EN JAREZ,42800
22219,PLOUGUENAST LANGAST,22150
27427,NEAUFLES AUVERGNY,27250
42290,ST THOMAS LA GARDE,42600
22221,PLOUGUIEL,22220
27432,LA NEUVILLE DU BOSC,27890
42294,ST VINCENT DE BOISSET,42120
22222,PLOUHA,22580
27434,NOARDS,27560
42318,USSON EN FOREZ,42550
22226,PLOUMILLIAU,22300
27446,ORMES,27190
42336,VIRIGNEUX,42140
22251,PORDIC,22590
27447,LE VAL DORE,27190
43006,ALLY,43380
22251,PORDIC,22590
27447,LE VAL DORE,27190
43007,ARAULES,43200
22258,QUESSOY,22120
27459,LES PLACES,27230
43011,AUBAZAT,43380
22261,QUINTENIC,22400
27464,LE PLESSIS GROHAN,27180
43019,BARGES,43340
22262,QUINTIN,22800
27471,PORTE DE SEINE,27100
43021,BEAULIEU,43800
22264,LA ROCHE JAUDY,22450
27478,PREY,27220
43023,BEAUNE SUR ARZON,43500
22280,ST CARNE,22100
27481,PULLAY,27130
43028,BESSAMOREL,43200
22281,ST CARREUC,22150
27482,LA PYLE,27370
43031,BLASSAC,43380
22283,ST CLET,22260
27493,ROMILLY SUR ANDELLE,27610
43037,LE BOUCHET ST NICOLAS,43510
22287,ST DONAN,22800
27495,LA ROQUETTE,27700
43044,CERZAT,43380
24182,LE FLEIX,24130
22312,ST MADEN,22350
27502,RUGLES,27250
43045,CEYSSAC,43000
24195,GAUGEAC,24540
22315,ST MAUDEZ,22980
27504,SACQUENVILLE,27930
43049,CHAMALIERES SUR LOIRE,43800
24200,GRAND BRASSAC,24350
22316,ST MAYEUX,22320
27508,ST ANTONIN DE SOMMAIRE,27250
43051,LE CHAMBON SUR LIGNON,43400
24207,GROLEJAC,24250
22319,ST MICHEL EN GREVE,22300
27516,TREIS SANTS EN OUCHE,27300
43058,LA CHAPELLE D AUREC,43120
24209,HAUTEFAYE,24300
22321,ST NICOLAS DU PELEM,22480
27524,STE COLOMBE LA COMMANDERIE,27110
43059,LA CHAPELLE GENESTE,43160
24211,ISSAC,24400
22327,ST SAMSON SUR RANCE,22100
27530,ST DENIS D AUGERONS,27390
43060,CHARRAIX,43300
24213,JAURE,24140
22330,ST THELO,22460
27534,ST DIDIER DES BOIS,27370
43072,LA CHOMETTE,43230
24221,RUDEAU LADOSSE,24340
22331,STE TREPHINE,22480
27539,ST ETIENNE SOUS BAILLEUL,27920
43079,COUTEUGES,43230
24224,LAMONZIE MONTASTRUC,24520
22337,SEVIGNAC,22250
27542,ST GEORGES DU VIEVRE,27450
43090,ESPLANTAS VAZEILLES,43580
24230,LARZAC,24170
22338,SQUIFFIEC,22200
27545,ST GERMAIN DE PASQUIER,27370
43092,FAY SUR LIGNON,43430
24243,LISLE,24350
27565,LE LESME,27160
43093,FELINES,43160
24245,LOUBEJAC,24550
43094,FERRUSSAC,43300
24248,LUSSAS ET NONTRONNEAU,24300
43098,FREYCENET LA TOUR,43150
24253,MAREUIL EN PERIGORD,24340
43100,FRUGIERES LE PIN,43230
24257,MARSALES,24540
43101,GOUDET,43150
24259,EYRAUD CREMPSE MAURENS,24140
43114,LAPTE,43200
24268,MEYRALS,24220
43116,LAVAL SUR DOULON,43440
24271,MILHAC DE NONTRON,24470
43136,MONISTROL D ALLIER,43580
24278,MONMADALES,24560
43137,MONISTROL SUR LOIRE,43120
24279,MONMARVES,24560
43139,MONTCLARD,43230
24297,MOULIN NEUF,24700
43141,MONTFAUCON EN VELAY,43290
24301,NADAILLAC,24590
43151,PINOLS,43300
24307,NAUSSANNES,24440
43158,QUEYRIERES,43260
24312,SANILHAC,24660
43160,RAURET,43340
24316,PARCOUL CHENAUD,24410
43169,ST AUSTREMOINE,43380
24324,PEYRIGNAC,24210
43175,ST CIRGUES,43380
24338,PRESSIGNAC VICQ,24150
43182,ST ETIENNE SUR BLESLE,43450
24339,PREYSSAC D EXCIDEUIL,24160
43183,STE EUGENIE DE VILLENEUVE,43230
24340,PRIGONRIEUX,24130
43198,ST JEAN LACHALM,43510
24345,QUEYSSAC,24140
43200,ST JULIEN CHAPTEUIL,43260
24349,RAZAC DE SAUSSIGNAC,24240
43207,ST LAURENT CHABREUGES,43100
24351,RIBAGNAC,24240
43212,ST PAL DE CHALENCON,43500
24356,ROUFFIGNAC ST CERNIN DE REILHAC,24580
43213,ST PAL DE MONS,43620
24360,SAGELAT,24170
43217,ST PIERRE DU CHAMP,43810
24361,ST AGNE,24520
43220,ST PREJET D ALLIER,43580
24362,VAL DE LOUYRE ET CAUDEAU,24510
43223,ST ROMAIN LACHALM,43620
24364,COLY ST AMAND,24120
43226,ST VERT,43440
24376,ST AULAYE PUYMANGOU,24410
43239,SIAUGUES STE MARIE,43300
24379,ST AVIT SENIEUR,24440
43239,SIAUGUES STE MARIE,43300
24381,ST BARTHELEMY DE BUSSIERE,24360
43240,SOLIGNAC SOUS ROCHE,43130
24385,ST CERNIN DE LABARDE,24560
43242,TAILHAC,43300
24388,ST CHAMASSY,24260
43253,LES VASTRES,43430
24403,ST FELIX DE BOURDEILLES,24340
43260,LE VERNET,43320
24408,ST FRONT D ALEMPS,24460
43265,LES VILLETTES,43600
24410,ST FRONT LA RIVIERE,24300
43267,VOREY,43800
24411,ST FRONT SUR NIZONNE,24300
43268,YSSINGEAUX,43200
24412,ST GENIES,24590
44005,CHAUMES EN RETZ,44320
24421,ST GEYRAC,24330
44005,CHAUMES EN RETZ,44680
24424,ST JEAN D ATAUX,24190
44007,AVESSAC,44460
24426,ST JEAN D ESTISSAC,24140
44013,BESNE,44160
24432,ST JULIEN DE LAMPON,24370
44014,LE BIGNON,44140
24438,ST LAURENT LA VALLEE,24170
44016,LA BOISSIERE DU DORE,44430
24441,ST LEON D ISSIGEAC,24560
44020,BOUGUENAIS,44340
24443,ST LEON SUR VEZERE,24290
44021,VILLENEUVE EN RETZ,44580
24454,ST MARTIN DE GURSON,24610
44021,VILLENEUVE EN RETZ,44580
24460,ST MEARD DE DRONE,24600
44028,LE CELLIER,44850
24468,ST MICHEL DE VILLADEIX,24380
44031,LA CHAPELLE GLAIN,44670
24474,ST PANCRACE,24530
44038,CHAUVE,44320
24479,ST PARDOUX LA RIVIERE,24470
44047,COUERON,44220
24490,ST PRIVAT EN PERIGORD,24410
44056,FAY DE BRETAGNE,44130
24493,ST RAPHAEL,24160
44063,GETIGNE,44190
24504,ST SULPICE DE ROUMAGNAC,24600
44068,GUENROUET,44530
24519,SARLANDE,24270
24521,SARLIAC SUR L ISLE,24420
24524,SAVIGNAC DE MIREMONT,24260
24525,SAVIGNAC DE NONTRON,24300
24536,SINGLEYRAC,24500
24541,SOUDAT,24360
24543,SOURZAC,24400
24544,TAMNIES,24620
24545,TEILLOTS,24390
24550,THENON,24210
24558,TREMOLAT,24510
24559,TURSAC,24620
24567,VAUNAC,24800
24571,VERGT,24380
24580,VILLAC,24120
25001,ABBANS DESSOUS,25320
25002,ABBANS DESSUS,25440
25008,AIBRE,25750
25012,LES ALLIES,25300
25014,AMAGNEY,25220
25022,ARCEY,25750
25029,AUBONNE,25520
25032,AUTECHAUX,25110
25046,BATTENANS VARIN,25380
25048,BAVANS,25550
25050,LE BELIEU,25500
25053,BELVOIR,25430
25055,BERTHELANGE,25410
25057,BETHONCOURT,25200
25065,BLARIANS,25640
25082,BOURGUIGNON,25150
25086,BRAILLANS,25640
25090,BRERES,25440
22344,TREBRIVAN,22340
22353,TREGASTEL,22730
22364,TRELIVAN,22100
22365,TREMARGAT,22110
22366,TREMEL,22310
22380,TREVRON,22100
22381,TREZENY,22450
22388,VILDE GUINGALAN,22980
22391,YVIGNAC LA TOUR,22350
23003,ALLEYRAT,23200
23004,ANZEME,23000
23007,ARS,23480
23008,AUBUSSON,23200
27567,STE MARIE DE VATIMESNIL,27150
23014,AZAT CHATENET,23210
27572,ST MESLIN DU BOSC,27370
23015,AZERABLES,23160
27594,ST PIERRE DES IFS,27450
23022,BETETE,23270
27595,ST PIERRE DU BOSGUERARD,27370
23023,BLAUDEIX,23140
27598,ST PIERRE DU VAUVRAY,27430
23040,LA CELLE SOUS GOUZON,23230
27603,ST SIMEON,27560
23042,CEYROUX,23210
27604,ST SULPICE DE GRIMBOUVILLE,27210
23048,CHAMPAGNAT,23190
27606,ST SYMPHORIEN,27500
23049,CHAMPSANGLARD,23220
27609,ST VICTOR D EPINE,27800
23052,LA CHAPELLE TAILLEFERT,23000
27616,LA SAUSSAYE,27370
23054,CHARRON,23700
27623,SURTAUVILLE,27400
23064,CLUGNAT,23270
27630,THIBOUVILLE,27800
23070,CROZANT,23160
27631,THIERVILLE,27290
23077,FAUX LA MONTAGNE,23340
27640,TILLEUL DAME AGNES,27170
23078,FAUX MAZURAS,23400
27666,LA VACHERIE,27400
23081,FLAYAT,23260
27670,VANDRIMARE,27380
23084,LA FORET DU TEMPLE,23360
27674,VAUX SUR EURE,27120
23088,GARTEMPE,23320
27676,LES TROIS LACS,27940
23091,GIOUX,23500
27679,VERNEUIL D AVRE ET D ITON,27160
23092,GLENIC,23380
27683,VEZILLON,27700
23098,JALESCHES,23270
27685,LA VIEILLE LYRE,27330
23103,LAFAT,23800
27692,VILLETTES,27110
23106,LEPAUD,23170
27695,VILLEZ SUR LE NEUBOURG,27110
23122,MANSAT LA COURRIERE,23400
27700,VRAIVILLE,27370
23127,MAUTES,23190
27701,VAL DE REUIL,27100
23128,MAZEIRAT,23150
28005,ALLUYES,28800
23137,MOURIOUX VIEILLEVILLE,23210
28009,ARDELU,28700
23145,NOUHANT,23170
28015,AUNEAU BLEURY ST SYMPHORIEN,28700
23156,PONTCHARRAUD,23260
28016,LES AUTELS VILLEVILLON,28330
23165,ROYERE DE VASSIVIERE,23460
28018,AUTHON DU PERCHE,28330
23166,SAGNAT,23800
28024,BARJOUVILLE,28630
23173,SOUBREBOST,23250
28034,BERCHERES ST GERMAIN,28300
23178,ST AGNANT PRES CROCQ,23260
28036,BERCHERES SUR VESGRE,28260
23179,ST ALPINIEN,23200
28048,LA BOURDINIERE ST LOUP,28360
23187,ST DIZIER LA TOUR,23130
28049,BONCE,28150
23192,FURSAC,23290
28051,BONNEVAL,28800
23193,STE FEYRE,23000
28067,CERNAY,28120
23194,STE FEYRE LA MONTAGNE,23500
28070,CHAMPHOL,28300
23196,ST FRION,23500
28075,LA CHAPELLE DU NOYER,28200
23201,ST HILAIRE LA PLAINE,23150
28076,LA CHAPELLE FORAINVILLIERS,28500
23202,ST HILAIRE LE CHATEAU,23250
28086,CHASSANT,28480
23208,ST LEGER LE GUERETOIS,23000
28102,CLEVILLIERS,28300
23209,ST LOUP,23130
28103,CLOYES LES TROIS RIVIERES,28220
23213,ST MARIEN,23600
28110,LE COUDRAY,28630
23219,ST MAURICE LA SOUTERRAINE,23300
28113,COULOMBS,28210
44075,ISSE,44520
23219,ST MAURICE LA SOUTERRAINE,23300
28114,COURBEHAYE,28140
44083,LA LIMOUZINIERE,44310
23220,ST MEDARD LA ROCHETTE,23200
28120,CRUCEY VILLAGES,28270
44087,MACHECOUL ST MEME,44270
23220,ST MEDARD LA ROCHETTE,23200
28120,CRUCEY VILLAGES,28270
44089,MALVILLE,44260
23223,ST MOREIL,23400
28124,DAMPIERRE SUR AVRE,28350
44106,LES MOUTIERS EN RETZ,44760
23227,ST PARDOUX MORTEROLLES,23400
28128,DANGERS,28190
44109,NANTES,44000
23228,ST PARDOUX LE NEUF,23200
28134,DREUX,28100
44109,NANTES,44100
23235,ST PRIEST LA FEUILLE,23300
28148,LE FAVRIL,28190
44113,NOZAY,44170
23239,ST SEBASTIEN,23160
28154,FONTAINE LA GUYON,28190
44119,PAULX,44270
23250,ST YRIEIX LES BOIS,23150
28167,FRUNCE,28190
44120,LE PELLERIN,44640
23252,TERCILLAT,23350
28168,GALLARDON,28320
44131,PORNIC,44210
23254,TOULX STE CROIX,23600
